GRAIN_YIELD:(t/ha):avg,country,SOWING_DATE:(date),HARVEST_STARTING_DATE:(date),GPS Altitude:(integer),GPS Latitude (Decimal),GPS Longitude (Decimal)
6.1745,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.1585,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.1285,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.1185,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.112,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.0775,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.061,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.0385,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.012,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
6.0085,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.9795,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.88,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.856,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.736,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.721,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.5925,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.581,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.5585,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.551,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
5.505,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
4.835,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
4.7625,AFGHANISTAN,Dec  4 2006,Jul  8 2007,964.0,34.3,62.266666666666666
<<<<<<< HEAD
5.25911,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
5.01838,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
4.2684,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.7036,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.61101,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.481385,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.481385,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.472125,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.44435,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.379535,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.33324,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.17584,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.14806,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.14806,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.101765,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.101765,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.083245,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
3.05547,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.999915,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.7777,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.7777,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.749925,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.731405,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.713815,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.712885,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.712885,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.68511,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.638815,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.50919,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.48141,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.4166,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.361045,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.361045,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.33327,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.30549,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.286975,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.268455,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.259195,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.22216,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.22216,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.194385,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.185125,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
2.06476,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
1.95087,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
1.80643,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
1.722175,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
1.722175,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
1.712915,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
1.694395,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
1.31478,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,11.966666666666667
=======
5.25911,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
5.01838,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
4.2684,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.7036,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.61101,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.481385,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.481385,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.472125,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.44435,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.379535,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.33324,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.17584,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.14806,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.14806,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.101765,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.101765,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.083245,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
3.05547,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.999915,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.7777,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.7777,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.749925,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.731405,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.713815,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.712885,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.712885,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.68511,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.638815,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.50919,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.48141,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.4166,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.361045,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.361045,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.33327,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.30549,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.286975,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.268455,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.259195,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.22216,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.22216,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.194385,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.185125,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
2.06476,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
1.95087,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
1.80643,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
1.722175,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
1.722175,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
1.712915,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
1.694395,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
1.31478,NIGERIA,Dec  4 2016,Mar 25 2017,225.0,12.45,180.0
>>>>>>> 6daef3d (Fixing the latitud error)
10.42835,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
9.35692,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
9.321225,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
9.15456,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.86887,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.80933,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.690285,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.630765,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.51172,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.476005,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.392675,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.30934,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.261725,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
8.05935,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.880775,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.80935,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.630785,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.285555,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.261745,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.22603,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.190315,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.142695,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
7.07127,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.952225,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.8808,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.845085,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.82128,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.79747,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.749855,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.74985,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.726045,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.595095,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.571285,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.464145,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.40462,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.285575,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
6.178435,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.940345,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.92844,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.88082,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.571305,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.487975,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.36893,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.202265,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
4.964175,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
4.80942,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
4.797515,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
4.559425,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
3.868965,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
3.559445,EGYPT,Dec  5 2005,May 22 2006,28.0,29.066666666666666,31.1
5.80431,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
5.673875,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
5.630405,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
5.260835,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
5.152145,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.956495,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.913015,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.891275,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.847795,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.78258,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.76084,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.739105,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.739105,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.7391,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.71736,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.60867,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.56519,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.54345,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.3478,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.30432,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.19563,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.17389,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.10867,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.065195,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.065195,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.043455,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.97824,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.956495,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.91302,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.89128,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.869545,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.847805,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.804325,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.760845,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.71737,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.69563,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.65215,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.608675,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.565195,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.456505,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.434765,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.413025,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.369545,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.369545,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.30433,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.130415,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.10868,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
3.086935,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
2.999985,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
2.760855,INDIA,Dec  5 2010,Apr 26 2011,549.0,20.1,74.11666666666666
4.41649,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
4.24983,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
4.24983,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
4.24983,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
4.1665,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
4.1665,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
4.1665,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
4.1665,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.99984,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.99984,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.91651,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.83318,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.83318,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.83318,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.83318,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.74985,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.66652,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.66652,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.58319,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.49986,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.49986,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.3332,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.3332,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.3332,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.24987,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.24987,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.24987,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.24987,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.24987,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.24987,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.16654,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.16654,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.16654,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.08321,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.08321,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.99988,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.99988,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.91655,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.74989,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.74989,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.74989,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.74989,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.66656,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.58323,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.58323,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.4999,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.4999,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.41657,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.24991,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
2.16658,NEPAL,Dec  5 2012,Apr 10 2013,182.0,28.183333333333334,81.98333333333333
3.52307,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.43953,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.415985,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.34953,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.252655,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.24474,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.17391,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.14537,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.04912,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
3.0487,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.99745,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.99412,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.983285,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.874955,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.817875,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.79975,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.75954,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.748705,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.74329,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.722245,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.720375,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.686625,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.64954,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.614125,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.539125,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.537875,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.496,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.467875,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.46059,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.41892,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.33434,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.22059,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.21059,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.208925,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.156425,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.144755,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
2.096635,LIBYA,Dec  5 2016,May 26 2017,54.0,32.6,15.633333333333333
